Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),,,Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
GANESHHOUC,GANESH HOUSING CP,17477935116,221.65,5.52249464,24.94363021,149921,33229989.65,203.9762173,202.9388386,201.6954465,164.1280412,1671532245,Consumer Durables,1073899000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
TCNSBRANDS,TCNS CLOTHING CO L,39512207541,674.95,5.43622588,9.23288558,28820,19452059,657.9238303,677.1872193,716.179612,676.297627,6354820000,Consumer Non-Durables,928030000,356.433,,3-Mar-22,,,,,,,,,,,,,,,,,,
LASA,LASA SUPERGENERICS,1752991948,45.25,5.35506403,7.22748815,233016,10543974,46.50223904,50.86368257,58.35573903,66.53021762,2021186000,Process Industries,137857000,5.4433,,3-Mar-22,,,,,,,,,,,,,,,,,,
ISFT,INTRASOFT TECHNOLO,3052403639,218.05,5.31272639,13.39053562,63090,13756774.5,209.6854329,211.5103365,209.6053241,162.8930793,6131338000,Retail Trade,134495000,14.0664,3497370000,3-Mar-22,,,,,,,,,,,,,,,,,,
GOKEX,GOKALDAS EXPORTS L,21059612687,373.3,5.30324401,12.76242259,328496,122627556.8,357.23613,362.6124829,350.6988287,256.6290755,11635993000,Process Industries,1411983000,13.9502,,3-Mar-22,,,,,,,,,,,,,,,,,,
KIMS,KRISHNA INST OF MED SCI L,99266468024,1299.5,5.15455575,7.70378351,165898,215584451,1257.386229,1281.989328,1312.681868,,13299370000,Health Services,5063500000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
ALLSEC,ALLSEC TECHNOLOGIE,7549066643,520.45,5.01412429,8.5175146,28684,14928587.8,517.1109934,542.6262722,564.4296326,491.6553216,2766900000,Commercial Services,775800000,4.28353,8669180000,3-Mar-22,,,,,,,,,,,,,,,,,,
EKC,EVEREST KANTO CYLI,20556446588,192.15,5,0.60209424,86833,16684960.95,199.6875383,212.6535966,215.0590797,158.3315197,9491299000,Producer Manufacturing,3381700000,6.49422,,3-Mar-22,,,,,,,,,,,,,,,,,,
SAREGAMA,SAREGAMA INDIA LTD,79106078416,4299.55,4.99896211,10.07693391,10537,45304358.35,4138.367828,4259.387714,4490.365809,3841.293786,4328111000,Consumer Services,1700500000,20.2758,91375800000,3-Mar-22,,,,,,,,,,,,,,,,,,
ATGL,ADANI TOTAL GAS LTD,1.83E+12,1751.25,4.997302,11.89738347,134821,236105276.3,1660.898355,1692.183463,1715.744046,1436.937393,16956000000,Utilities,8465300000,149.17,,3-Mar-22,,,,,,,,,,,,,,,,,,
TIPSINDLTD,TIPS INDUSTRIES,25017193051,2039.05,4.98120785,11.18654234,8408,17144332.4,1960.213472,2001.399409,1976.246994,1490.393116,905300000,Consumer Services,908383000,10.2698,,3-Mar-22,,,,,,,,,,,,,,,,,,
REPRO,REPRO INDIA LTD,5452373104,456.05,4.97180343,8.90746269,58374,26621462.7,444.3336681,461.0776427,492.9713131,488.365512,1374299000,Commercial Services,120106000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
KPIGLOBAL,KPI GLOBAL INFRA LTD,7221379895,417,4.9716803,12.47471342,74098,30898866,408.927671,419.1144688,396.9473028,,1022916000,Utilities,,5.20395,,3-Mar-22,,,,,,,,,,,,,,,,,,
SINTEX,SINTEX INDUSTRIES,4817712348,8.45,4.9689441,5.625,4618146,39023333.7,8.48615276,9.17246966,10.35136904,8.15730049,16957100000,Process Industries,3893600000,48.9498,,3-Mar-22,,,,,,,,,,,,,,,,,,
SHAHALLOYS,SHAH ALLOYS,1364050451,72.35,4.9311095,21.29086337,169471,12261226.85,64.46628384,60.97463685,55.33900261,35.96346692,5016574000,Non-Energy Minerals,1167800000,11.2524,,3-Mar-22,,,,,,,,,,,,,,,,,,
WEBELSOLAR,WEBSOL ENERGY SYST,3662221588,104.8,4.9049049,18.15107103,252615,26474052,102.1679026,109.9152778,114.7913164,87.99516155,1535963000,Producer Manufacturing,300100000,8.98728,6103520000,3-Mar-22,,,,,,,,,,,,,,,,,,
SPTL,SINTEX PLASTICS TE,4567566269,7.5,4.8951049,0.67114094,1364405,10233037.5,7.65885339,8.29092108,9.37135371,7.89481152,8583700000,Producer Manufacturing,857800000,50.9749,,3-Mar-22,,,,,,,,,,,,,,,,,,
CAPACITE,CAPACIT'E INFRAPRO,8557723121,131.9,4.89065606,9.18874172,362556,47821136.4,130.7904194,136.5539259,149.1217545,169.4525848,8797219000,Industrial Services,2241973000,10.8013,,3-Mar-22,,,,,,,,,,,,,,,,,,
KELLTONTEC,KELLTON TECH SOLU,8095997449,88.05,4.88385944,8.10313076,662802,58359716.1,86.96752457,90.36007751,87.02813332,69.41122422,7756321107,Technology Services,1081395000,6.93657,,3-Mar-22,,,,,,,,,,,,,,,,,,
SHILPAMED,SHILPA MEDICARE,35219868954,425.2,4.87113084,6.18054688,565210,240327292,431.1291884,454.7011086,496.807463,527.957441,9001590000,Health Technology,1563321000,19.3985,,3-Mar-22,,,,,,,,,,,,,,,,,,
INDOSTAR,INDOSTAR CAP FIN,25967762387,219.15,4.83138005,7.55828221,152489,33417964.35,223.7418199,233.2672931,244.631338,275.5918608,12647801000,Finance,2179400000,11.2663,89368400000,3-Mar-22,,,,,,,,,,,,,,,,,,
URJA,URJA GLOBAL LTD,7802631966,15.3,4.79452055,10.07194245,717396,10976158.8,15.32113435,16.98360174,17.98651428,12.55008598,1484595154,Utilities,6922000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
GULFOILLUB,GULF OIL LUBRICANT,22841033829,473.25,4.7824643,12.77254855,88079,41683386.75,459.2949344,465.1312275,475.9270304,557.1408123,16513295000,Energy Minerals,2745022000,12.526,,3-Mar-22,,,,,,,,,,,,,,,,,,
LSIL,LLOYDS STEELS INDU,11323599732,13.15,4.78087649,-1.12781955,3217618,42311676.7,13.95204707,15.4262529,16.29162591,10.29448776,699282000,Non-Energy Minerals,-77164000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
GENESYS,GENESYS INTL,16186222412,542.75,4.72744814,14.80698043,169025,91738318.75,477.8504641,441.9454798,391.28473,267.3642153,795588000,Technology Services,244277000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
BAJAJHIND,BAJAJ HINDUSTHAN S,17653114608,14.45,4.71014493,8.64661654,4973578,71868202.1,14.1203066,14.62644708,15.05121718,14.02938174,66659300000,Process Industries,2309300000,30.4434,,3-Mar-22,,,,,,,,,,,,,,,,,,
GREENPOWER,ORIENT GREEN POWER,8062774922,11.25,4.65116279,2.73972603,3007152,33830460,11.6323307,13.01608312,14.37711535,9.50335485,2547500000,Utilities,2199000000,9.01709,,3-Mar-22,,,,,,,,,,,,,,,,,,
SOUTHWEST,SOUTH WEST PINNACL,5954372197,223.2,4.5923149,20.97560976,72113,16095621.6,208.6809714,202.9862259,183.6131658,127.7078235,1035629000,Energy Minerals,208178000,8.04697,,3-Mar-22,,,,,,,,,,,,,,,,,,
KOTARISUG,KOTHARI SUGAR&CHEM,2809922999,35.45,4.57227139,17.5787728,354493,12566776.85,34.35807224,35.34325317,35.78288775,33.33795723,4197377000,Process Industries,282080000,6.22519,,3-Mar-22,,,,,,,,,,,,,,,,,,
BCLIND,BCL INDUSTRIES LTD,9175792650,409.8,4.52748374,10.41357942,66609,27296368.2,397.5837231,408.5931471,392.0018974,284.3852303,14272292000,Consumer Non-Durables,1172114000,4.93695,,3-Mar-22,,,,,,,,,,,,,,,,,,
IGPL,IG PETROCHEMICAL,20132132792,684,4.41950996,6.91676436,64784,44312256,678.7271337,689.3039432,704.558162,666.3348308,11236188000,Process Industries,4381890000,4.47764,,3-Mar-22,,,,,,,,,,,,,,,,,,
AURIONPRO,AURIONPRO SOLUTION,6707808312,307.6,4.37733288,7.08442124,55269,17000744.4,300.9498122,307.3340386,304.8681585,238.734207,3727817000,Technology Services,1049249000,4.61931,,3-Mar-22,,,,,,,,,,,,,,,,,,
VISESHINFO,VISESH INFOTECNICS,4000902499,1.2,4.34782609,-7.69230769,136607983,163929579.6,1.27409073,1.30994936,1.1381517,0.54494299,4147818,Technology Services,,,,3-Mar-22,,,,,,,,,,,,,,,,,,
FCSSOFT,FCS SOFTWARE SOLUT,5761193753,3.6,4.34782609,0,8763735,31549446,3.81093707,4.33228985,4.60837449,3.03008745,340587000,Technology Services,9094000,24.4896,,3-Mar-22,,,,,,,,,,,,,,,,,,
NAVNETEDUL,NAVNEET EDUCATION,18854868253,86.85,4.32432432,4.44978954,174040,15115374,85.60221994,87.20831656,90.35910131,93.95386428,8195300000,Consumer Services,1425000000,22.481,,3-Mar-22,,,,,,,,,,,,,,,,,,
AMBER,AMBER ENTERPRISES,1.17E+11,3624.85,4.25372812,15.27771152,118500,429544725,3407.414294,3406.198764,3399.82503,3190.192937,30274458000,Consumer Durables,2912783000,47.5348,,3-Mar-22,,,,,,,,,,,,,,,,,,
CHENNPETRO,CHENNAI PETRO CP,15784607574,110.4,4.24929178,15.96638655,873332,96415852.8,104.3487345,105.3880813,107.3047182,111.3897537,2.22E+11,Energy Minerals,16642000000,5.16153,,3-Mar-22,,,,,,,,,,,,,,,,,,
CAPLIPOINT,CAPLIN POINT LABOR,52661895696,724.55,4.24429897,9.72211706,137297,99478541.35,717.1792223,743.3882621,778.5481418,753.3532817,10482575000,Health Technology,3804300000,8.26188,,3-Mar-22,,,,,,,,,,,,,,,,,,
BOMDYEING,BOMBAY DYEING &MFG,20178458792,102.05,4.23901941,15.57191393,6835259,697538180.9,101.5103059,105.2974655,106.6446259,97.12888355,11824700000,Process Industries,1272000000,131.926,,3-Mar-22,,,,,,,,,,,,,,,,,,
GOLDIAM,GOLDIAM INTERNATL,15661831698,749.7,4.23357664,7.43766122,101804,76322458.8,766.2556776,807.6401106,852.0569619,749.4692938,4060028000,Consumer Durables,1234661000,6.56004,,3-Mar-22,,,,,,,,,,,,,,,,,,
EROSMEDIA,EROS INTL MEDIA,2306031109,25,4.16666667,11.35857461,612043,15301075,24.70252754,24.37694637,22.62761124,21.69921014,2619700000,Consumer Services,-1508000000,10.0777,,3-Mar-22,,,,,,,,,,,,,,,,,,
GTPL,GTPL HATHWAY LTD,23600368704,219.1,4.15973378,18.20879417,204676,44844511.6,207.6812911,215.1037953,233.309235,222.8109701,24661190000,Communications,5145030000,2.68364,,3-Mar-22,,,,,,,,,,,,,,,,,,
ERIS,ERIS LIFESCIENCES,91120810474,697.3,4.12902262,9.59528487,73849,51494907.7,679.7563563,688.4422383,707.1902707,709.308036,12118630000,Health Services,4825770000,18.4207,,3-Mar-22,,,,,,,,,,,,,,,,,,
OPTIEMUS,OPTIEMUS INFRACOM,20685511659,249.75,4.12757974,6.9135274,85469,21345882.75,256.9196865,271.6279136,290.5623784,257.2896533,1815000000,Distribution Services,-783500000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
RSWM,RSWM LTD,9818346005,434.1,4.01341799,12.0547238,109229,47416308.9,425.2109151,440.6443359,455.2498079,380.6594875,23226093000,Process Industries,4124300000,7.8079,,3-Mar-22,,,,,,,,,,,,,,,,,,
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,41892701781,425.75,3.99364924,12.29065014,261138,111179503.5,422.7560595,444.1541214,488.8605082,,3767460000,Health Services,,,,3-Mar-22,,,,,,,,,,,,,,,,,,
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,7585658814,377.6,3.99339025,18.68615433,109404,41310950.4,344.7100675,327.0610347,281.6318293,,1151793679,Finance,682433000,2.05895,,3-Mar-22,,,,,,,,,,,,,,,,,,
KABRAEXTRU,KABRA EXTRUSIONTEC,13505847732,440.1,3.98109864,14.44545573,51101,22489550.1,434.280851,448.6834169,439.3834688,318.1788569,2751309000,Producer Manufacturing,520756000,13.0116,,3-Mar-22,,,,,,,,,,,,,,,,,,
COSMOFILMS,COSMO FILMS LTD,27765180998,1588.1,3.94344995,6.73432354,73730,117090613,1571.249442,1606.465935,1597.917641,1337.70085,22518900000,Process Industries,5366500000,4.43207,,3-Mar-22,,,,,,,,,,,,,,,,,,
UJJIVAN,UJJIVAN FIN SERV,12465920252,106.25,3.91198044,7.10685484,1283451,136366668.8,108.6763129,115.0945899,126.6370198,162.4601798,31837581000,Finance,7086788000,6.00122,,3-Mar-22,,,,,,,,,,,,,,,,,,
GRAPHITE,GRAPHITE INDIA,91640920493,487.65,3.8658147,14.53904874,939409,458102798.9,473.7717154,484.0592314,492.8447528,519.5661988,19376900000,Process Industries,5350000000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
SHREYAS,SHREYAS SHIP & LO,6596042171,314.6,3.86266094,11.32342534,102967,32393418.2,300.4479118,293.993249,281.4204327,249.9886504,5599800000,Transportation,1744100000,5.3812,,3-Mar-22,,,,,,,,,,,,,,,,,,
BARBEQUE,BARBEQUE NATION HOSP. LTD,47290123688,1260.15,3.82714015,6.7019475,61444,77428656.6,1256.289237,1302.143275,1351.926492,1145.388219,5070820000,Consumer Services,1347030000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
AVADHSUGAR,AVADH SUGAR ENERGY,11221324675,583,3.79205982,12.9954453,309270,180304410,560.2599788,570.9861547,555.7448298,454.1728599,26518605000,Process Industries,3249298000,8.49158,,3-Mar-22,,,,,,,,,,,,,,,,,,
PREMEXPLN,PREMIER EXPLOSIVES,3426738773,330.65,3.76588734,20.10533963,72996,24136127.4,293.5891544,281.0329381,266.5801851,230.319989,1522030000,Process Industries,241726000,33.1766,,3-Mar-22,,,,,,,,,,,,,,,,,,
MUKANDLTD,MUKAND,18283777260,134,3.75532327,11.2033195,701971,94064114,128.1041924,127.7809151,128.1388866,122.1688191,27074200000,Non-Energy Minerals,-2837400000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
RTNPOWER,RATTANINDIA POWER,29052272408,5.6,3.7037037,6.66666667,5612289,31428818.4,5.56660058,5.89223082,6.11140172,5.25219299,15598612000,Utilities,8373900000,13.1806,,3-Mar-22,,,,,,,,,,,,,,,,,,
PRAJIND,PRAJ INDUSTRIES,65865173240,372.05,3.69286511,17.31042094,1238329,460720304.5,353.5260045,363.7508475,368.6418008,329.5182399,13046687000,Producer Manufacturing,1916700000,28.1027,,3-Mar-22,,,,,,,,,,,,,,,,,,
TRIVENI,TRIVENI ENGINEERIN,62022270954,266.15,3.64096573,10.61928512,1250229,332748448.3,258.9189463,261.0193194,252.4348165,203.098235,44883851000,Process Industries,6239900000,7.9515,,3-Mar-22,,,,,,,,,,,,,,,,,,
GPIL,GODAWARI POWER,49492827745,364.05,3.6293766,28.14149947,1559138,567604188.9,323.7873368,315.2514318,301.788346,279.4199997,40719185000,Non-Energy Minerals,19919300000,2.78675,,3-Mar-22,,,,,,,,,,,,,,,,,,
SANGHVIMOV,SANGHVI MOVERS,7822141143,186.8,3.57637926,4.12486065,66405,12404454,194.6524385,204.4900499,213.2129534,193.8402899,2237355000,Finance,1392720000,5.88143,,3-Mar-22,,,,,,,,,,,,,,,,,,
GODHA,GODHA CABCON INSULAT LTD,3470000000,158.9,3.55164549,6.2520896,248610,39504129,145.1572978,130.7346723,106.2737725,69.21303398,323964000,Producer Manufacturing,18976000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
DLINKINDIA,D-LINK (INDIA)LTD,4844636467,141.8,3.54143848,7.46494884,237357,33657222.6,141.922685,147.3400997,152.9861224,142.7545563,7261726000,Electronic Technology,543704000,6.25709,,3-Mar-22,,,,,,,,,,,,,,,,,,
ROHLTD,ROYAL ORCHID HOTEL,2564257759,96.7,3.53319058,5.79868709,124881,12075992.7,96.19285144,95.80109256,93.12406726,85.84255037,808500000,Consumer Services,190345000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
RAJESHEXPO,RAJESH EXPORTS,2.02E+11,707.85,3.49440749,-1.92587461,253018,179098791.3,742.9800716,774.8358475,786.2205783,687.9663209,2.58E+12,Consumer Durables,12746370000,14.3512,,3-Mar-22,,,,,,,,,,,,,,,,,,
RENUKA,SHREE RENUKA SUGAR,70240161621,34.15,3.48484848,9.98389694,11535774,393946682.1,33.58929568,33.85165055,32.96527596,27.787852,55553550000,Process Industries,3190000000,11.9004,,3-Mar-22,,,,,,,,,,,,,,,,,,
ABAN,ABAN OFFSHORE,2681886771,47.65,3.47448426,13.31747919,222087,10582445.55,46.06016639,47.24843124,48.5679132,46.01678631,10694690000,Industrial Services,-5340380000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
SATIA,SATIA INDUSTRIES LTD,9334999847,96.75,3.42063068,9.75609756,394863,38202995.25,94.9711112,96.07860366,95.4735543,93.56758073,5874207000,Process Industries,1713989000,8.44608,,3-Mar-22,,,,,,,,,,,,,,,,,,
AMIORG,AMI ORGANICS LTD,33367238894,945.3,3.4131933,17.18837166,88874,84012592.2,899.8663338,921.8987752,970.1379982,,3362090000,Health Technology,,,,3-Mar-22,,,,,,,,,,,,,,,,,,
ALANKIT,ALANKIT LTD,1889906112,13.65,3.40909091,3.80228137,755310,10309981.5,14.21880797,15.16138802,16.0804683,16.80643608,1150110000,Technology Services,182044000,13.4344,,3-Mar-22,,,,,,,,,,,,,,,,,,
KKCL,KEWEL KIRAN CLOTHI,12423637290,208.05,3.37888199,10.05025126,99391,20678297.55,201.1596911,205.5389121,216.1851767,207.0803298,3024859000,Consumer Non-Durables,779000000,40.7629,11642400000,3-Mar-22,,,,,,,,,,,,,,,,,,
ANMOL,ANMOL INDIA LTD,2427388426,220.5,3.37552743,12.7588852,78477,17304178.5,215.5468117,213.513466,201.4152469,,6912289155,Distribution Services,,6.21147,,3-Mar-22,,,,,,,,,,,,,,,,,,
RANASUG,RANA SUGARS LTD,4130974442,27.75,3.35195531,9.9009901,1480597,41086566.75,27.32017774,27.88491367,27.87847346,24.45343761,12220737000,Process Industries,2044233000,2.19394,,3-Mar-22,,,,,,,,,,,,,,,,,,
ORISSAMINE,ORISSA MINERALS DE,15046199707,2583.85,3.28583135,12.03199861,14375,37142843.75,2538.506288,2611.491515,2651.856364,2658.477512,0,Non-Energy Minerals,-356165000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
NIITLTD,NIIT,57118458458,440.75,3.28060926,10.31160055,908452,400400219,428.5623105,430.990824,429.3663719,355.0998897,9494940000,Commercial Services,2943700000,3.71434,,3-Mar-22,,,,,,,,,,,,,,,,,,
EIHOTEL,EIH LTD,80484370217,132.85,3.26467159,6.02553871,392774,52180025.9,131.9375517,133.6125733,133.8043434,123.7867035,4970800000,Consumer Services,-498300000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
FDC,FDC LTD,44996323125,275.2,3.24516976,3.80988306,117616,32367923.2,278.2244813,285.1346391,292.6578005,311.559928,13244697000,Health Technology,2860850000,12.9329,,3-Mar-22,,,,,,,,,,,,,,,,,,
SONATSOFTW,SONATA SOFTWARE,77202703953,756.15,3.20753429,8.77508451,58669,44362564.35,745.0489995,765.1844661,801.0534157,768.8143496,42280800000,Technology Services,4587900000,12.3083,,3-Mar-22,,,,,,,,,,,,,,,,,,
CYBERTECH,CYBERTECH SYSTEMS,4658619605,170.8,3.17124736,11.9266055,122422,20909677.6,169.4806916,177.5583383,184.9775485,167.9000342,1177969000,Technology Services,251148000,12.525,,3-Mar-22,,,,,,,,,,,,,,,,,,
HESTERBIO,HESTER BIOSCIENCES,19892453458,2399.75,3.16846155,7.94853917,12127,29101768.25,2327.485888,2357.300749,2400.633199,2352.977393,2143320000,Health Technology,694350000,24.6317,,3-Mar-22,,,,,,,,,,,,,,,,,,
SUNTECK,SUNTECK REALTY LTD,70345810575,495.15,3.16699656,11.34472678,994944,492646521.6,471.1986789,474.7704849,482.6582373,433.4581361,6307074000,Finance,1412906000,29.3756,,3-Mar-22,,,,,,,,,,,,,,,,,,
GODREJAGRO,GODREJ AGROVET LTD,93222806831,500,3.09278351,7.43446498,127745,63872500,484.0958864,491.9738659,512.8446015,553.2102597,62496900000,Process Industries,6084000000,20.5972,,3-Mar-22,,,,,,,,,,,,,,,,,,
VISHWARAJ,VISHWARAJ SUGAR IND LTD,4271994972,23.45,3.07692308,19.33842239,7445438,174595521.1,21.88645993,22.27825069,24.26669964,27.21563722,4101001000,Process Industries,779343000,16.9707,8355650000,3-Mar-22,,,,,,,,,,,,,,,,,,
PPL,PRAKASH PIPES LTD,3777903947,162.5,3.07643514,12.06896552,142329,23128462.5,156.3422747,156.0012547,154.0584531,148.7207034,4761500000,Producer Manufacturing,714400000,4.19067,,3-Mar-22,,,,,,,,,,,,,,,,,,
SHYAMCENT,SHYAM CENTURY FERR,4354590667,20.15,3.06905371,19.94047619,1042421,21004783.15,18.97748969,18.93297214,17.94435666,13.87296444,1276156000,Non-Energy Minerals,332060000,4.32695,,3-Mar-22,,,,,,,,,,,,,,,,,,
RCF,RASHTRIYA CHEM & F,39942220031,74.55,3.04077402,11.26865672,1947376,145176880.8,72.53796699,73.95538666,75.83056744,75.2257834,38238500000,Process Industries,8492100000,,,3-Mar-22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTHARIPRO,KOTHARI PRODUCTS,2638197494,107.45,19.98883305,19.05817175,125654,13501522.3,94.26809415,96.89818746,99.1141806,94.78601674,31170500000,Finance,-172300000,,,2-Mar-22,,,,,,,,,,,,,,,,,,
ROSSELLIND,ROSSELL INDIA LTD,4533849720,145.9,17.94664511,12.10142144,446991,65215986.9,131.401158,134.357534,139.5416228,142.451431,3152317000,Electronic Technology,413496000,8.80336,,2-Mar-22,,,,,,,,,,,,,,,,,,
MAANALU,MAAN ALUMINIUM LTD,1867955830,160.45,15.97397904,41.30339058,1402162,224976892.9,128.0607005,125.1476382,123.3223978,120.960232,4028760569,Producer Manufacturing,301800000,6.65265,,2-Mar-22,,,,,,,,,,,,,,,,,,
AEGISCHEM,AEGIS LOGISTICS,59371647858,191.9,13.68483412,-2.3906409,3635989,697746289.1,193.5158682,201.8986613,211.0360979,239.7853345,38419914000,Distribution Services,4914600000,27.6928,,2-Mar-22,,,,,,,,,,,,,,,,,,
SHALPAINTS,SHALIMAR PAINTS,6798392693,141.95,13.37859425,9.10837817,1013148,143816358.6,131.3187627,131.6539438,126.5831092,109.7171497,3255612000,Process Industries,-288200000,180.716,,2-Mar-22,,,,,,,,,,,,,,,,,,
KREBSBIO,KREBS BIOCHEM&INDS,3057291022,158.45,12.65552791,2.52345519,114937,18211767.65,150.5936213,155.4199529,164.2069075,153.9809859,526835000,Health Technology,-287407000,,,2-Mar-22,,,,,,,,,,,,,,,,,,
KIOCL,KIOCL LTD,1.32E+11,240.55,10.29344337,6.62677305,574165,138115390.8,224.1414663,230.3358837,241.1532642,237.5575613,23623545000,Non-Energy Minerals,4014400000,20.9964,,2-Mar-22,,,,,,,,,,,,,,,,,,
NUVOCO,NUVOCO VISTAS CORP LTD,1.24E+11,382.05,10.22792845,13.94273785,1670427,638186635.4,358.8137864,384.668937,434.4136988,,73642400000,Non-Energy Minerals,15615170000,,,2-Mar-22,,,,,,,,,,,,,,,,,,
MBAPL,MADHYA BHARAT AGRO P. LTD,6358430233,319.25,9.99138674,21.89767087,50963,16269937.75,268.3886858,250.2741501,220.7192634,170.7663165,1311025000,Process Industries,795013000,,,2-Mar-22,,,,,,,,,,,,,,,,,,
GPIL,GODAWARI POWER,44996683846,351.3,9.98747652,12.38003839,1714518,602310173.4,314.8400783,310.1147404,299.247054,278.5694469,40719185000,Non-Energy Minerals,19919300000,2.78675,,2-Mar-22,,,,,,,,,,,,,,,,,,
AGSTRA,AGS TRANSACT TECH LTD,12015200000,109.85,9.95995996,3.97539044,852888,93689746.8,112.5608469,130.912534,,,,Commercial Services,,,,2-Mar-22,,,,,,,,,,,,,,,,,,
DSSL,DYNACONS SYS SOLUT,2403358914,231.9,8.51661207,11.94786387,351475,81507052.5,205.1442361,203.8980376,192.951801,151.8269866,4359368000,Technology Services,246417000,5.75719,,2-Mar-22,,,,,,,,,,,,,,,,,,
INFOBEAN,INFOBEANS TECHNO. LTD.,13309755178,597.05,8.42640516,14.33358866,220617,131719379.9,543.173496,539.7463426,512.8833535,407.9654953,1803400000,Technology Services,510345000,9.1058,,2-Mar-22,,,,,,,,,,,,,,,,,,
MAITHANALL,MAITHAN ALLOYS LTD,30821854923,1146.2,8.3313643,6.68776469,292575,335349465,1077.964834,1066.698775,1045.212626,970.9761823,15910400000,Producer Manufacturing,8677900000,2.82811,,2-Mar-22,,,,,,,,,,,,,,,,,,
CHEMPLASTS,CHEMPLAST SANMAR LTD,74864882988,510.55,8.15591569,8.42004672,798382,407613930.1,493.4200915,510.9831486,542.8979734,,37958680000,Process Industries,,,,2-Mar-22,,,,,,,,,,,,,,,,,,
DATAPATTNS,DATA PATTERNS INDIA LTD,31835053527,662.45,7.97001059,7.71544715,431871,286092944,635.8733844,660.590411,,,2239500000,Electronic Technology,,,,2-Mar-22,,,,,,,,,,,,,,,,,,
SARDAEN,SARDA ENERGY & MIN,30344441442,911.35,7.935098,15.95521344,189273,172493948.6,828.9906035,829.3024142,821.5418499,721.6402365,21988100000,Non-Energy Minerals,11747700000,5.95526,,2-Mar-22,,,,,,,,,,,,,,,,,,
VISHWARAJ,VISHWARAJ SUGAR IND LTD,3971546903,22.75,7.81990521,5.56844548,9302645,211635173.8,21.53900658,22.15490866,24.30003432,27.25348282,4101001000,Process Industries,779343000,16.9707,8355650000,2-Mar-22,,,,,,,,,,,,,,,,,,
SRHHYPOLTD,SREE RAYALASEEMA H,6764655555,424.55,7.65817167,4.23520746,188831,80168201.05,392.1008521,377.9509777,358.1034559,324.7296666,9101500000,Process Industries,1362799000,2.59167,,2-Mar-22,,,,,,,,,,,,,,,,,,
ABAN,ABAN OFFSHORE,2521382125,46.05,7.21769499,-1.28617363,235933,10864714.65,45.70687003,47.20616085,48.60537904,46.00037211,10694690000,Industrial Services,-5340380000,,,2-Mar-22,,,,,,,,,,,,,,,,,,
IMFA,INDIAN METALS & FE,18263464670,362.25,7.03205791,6.41891892,214094,77555551.5,343.9574248,353.3852815,374.2450098,347.3310311,18127500000,Non-Energy Minerals,7419000000,5.59438,,2-Mar-22,,,,,,,,,,,,,,,,,,
MSPL,MSP STEEL & POWER,4474668117,12.4,6.89655172,4.20168067,2323026,28805522.4,11.87991767,12.35085181,12.52005134,10.97651062,17231344000,Non-Energy Minerals,1513680000,9.25817,,2-Mar-22,,,,,,,,,,,,,,,,,,
VISHAL,VISHAL FABRICS LTD,6873534686,111.5,6.59655832,-3.33766797,236130,26328495,111.6378462,115.2953104,113.7959082,103.5433135,9675400000,Process Industries,1580256000,8.32633,,2-Mar-22,,,,,,,,,,,,,,,,,,
KEI,KEI INDUSTRIES,89132300599,1051.85,6.45177614,1.66731104,342376,360128195.6,1019.847814,1036.910121,1063.566212,916.08745,41788860000,Producer Manufacturing,5583560000,10.4228,,2-Mar-22,,,,,,,,,,,,,,,,,,
KSL,KALYANI STEELS,12740144981,309.85,6.36800549,8.73837515,196542,60898538.7,293.5340537,300.3867509,315.5111826,338.7838982,11792430000,Producer Manufacturing,3455220000,3.54804,,2-Mar-22,,,,,,,,,,,,,,,,,,
SBCL,SHIVALIK BIMETAL CON. LTD,15789311608,436.95,6.32680375,1.34523948,120462,52635870.9,431.370648,437.6894936,420.998668,,2046023000,Producer Manufacturing,668943000,9.06878,,2-Mar-22,,,,,,,,,,,,,,,,,,
