Company Name,CD_NSE Symbol,CD_BSE Code,CD_Is Subsidiary,CD_Sector,CD_Industry1
Laser Diamonds Ltd.,,531164,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Kemistar Corporation Ltd.,,531163,N,Trading,Trading
Emami Ltd.,EMAMILTD,531162,N,FMCG,Household & Personal Products
ABM Knowledgeware Ltd.,,531161,N,IT,IT - Software
Catvision Ltd.,,531158,N,Consumer Durables,Consumer Durables - Electronics
Organic Coatings Ltd.,,531157,N,Chemicals,Dyes & Pigments
Alfavision Overseas (India) Ltd.,,531156,N,Trading,Trading
Epsom Properties Ltd.,,531155,N,Realty,Construction - Real Estate
Diligent Industries Ltd.,,531153,N,FMCG,Edible Oil
Alicon Castalloy Ltd.,ALICON,531147,N,Automobile & Ancillaries,Castings/Forgings
Medicamen Biotech Ltd.,MEDICAMEQ,531146,N,Healthcare,Pharmaceuticals & Drugs
EL Forge Ltd.,ELFORGE,531144,N,Automobile & Ancillaries,Forgings
Gemstone Investments Ltd.,,531137,N,Finance,Finance - NBFC
Inani Marbles & Industries Ltd.,,531129,N,Mining,Mining & Minerals
Mena Mani Industries Ltd.,,531127,N,Finance,Finance - Investment
Virtualsoft Systems Ltd.,,531126,N,IT,IT - Software
Patel Engineering Ltd.,PATELENG,531120,N,Infrastructure,Engineering - Construction
Ceenik Exports (India) Ltd.,CEENIKEXPO,531119,N,Textile,Textile
Balu Forge Industries Ltd.,,531112,N,Capital Goods,Engineering - Industrial Equipments
Gothi Plascon (India) Ltd.,,531111,N,Miscellaneous,Miscellaneous
Ishan Dyes & Chemicals Ltd.,,531109,N,Chemicals,Dyes & Pigments
Checkpoint Trends Ltd.,,531099,N,Trading,Trading
Om Infra Ltd.,OMINFRAL,531092,N,Infrastructure,Engineering - Construction
United Credit Ltd.,,531091,N,Finance,Finance - NBFC
Nihar Info Global Ltd.,,531083,N,IT,IT - Software
Alankit Ltd.,ALANKIT,531082,N,Finance,Finance - Stock Broking
Shri Krishna Devcon Ltd.,,531080,N,Realty,Construction - Real Estate
Vijay Solvex Ltd.,,531069,N,FMCG,Edible Oil
Contil India Ltd.,,531067,N,Trading,Trading
Oswal Overseas Ltd.,,531065,N,Agri,Sugar
Vintage Securities Ltd.,,531051,N,Finance,Finance - NBFC
Neelkanth Rockminerals Ltd.,,531049,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Dhanvantri Jeevan Rekha Ltd.,,531043,N,Healthcare,Hospital & Healthcare Services
Competent Automobiles Company Ltd.,,531041,N,Trading,Trading
Justride Enterprises Ltd.,,531035,N,Automobile & Ancillaries,Auto Ancillary
Regal Entertainment & Consultants Ltd.,,531033,N,Finance,Finance - Investment
Bharat Textiles & Proofing Industries Ltd.,,531029,N,Textile,Textile
Libord Securities Ltd.,,531027,N,Finance,Finance - Investment
Visagar Financial Services Ltd.,,531025,N,Finance,Finance - NBFC
ArihantS Securities Ltd.,,531017,N,Finance,Finance - Investment
Swarna Securities Ltd.,,531003,N,Finance,Finance - NBFC
Balaji Amines Ltd.,BALAMINES,530999,N,Chemicals,Chemicals
Unique Organics Ltd.,,530997,N,Agri,Solvent  Extraction
Sarthak Global Ltd.,,530993,N,Miscellaneous,Miscellaneous
Roopa Industries Ltd.,,530991,N,Healthcare,Pharmaceuticals & Drugs
JPT Securities Ltd.,,530985,N,Finance,Finance - Investment
India Home Loan Ltd.,,530979,N,Finance,Finance - Housing
Shri Keshav Cements & Infra Ltd.,,530977,N,Construction Materials,Cement & Construction Materials
Alfa Ica (India) Ltd.,,530973,N,Construction Materials,Laminates/Decoratives
Indian Oil Corporation Ltd.,IOC,530965,N,Crude Oil,Refineries
Vikas EcoTech Ltd.,VIKASECO,530961,N,Chemicals,Chemicals
Diana Tea Company Ltd.,,530959,N,Agri,Tea/Coffee
Sunil Agro Foods Ltd.,,530953,N,FMCG,Consumer Food
Ram Info Ltd.,,530951,N,IT,IT - Software
Sri Adhikari Brothers Television Network Ltd.,SABTN,530943,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Stanpacks (India) Ltd.,,530931,N,Plastic Products,Plastic Products
Euro Asia Exports Ltd.,,530929,N,Trading,Trading
Ramsons Projects Ltd.,,530925,N,Finance,Finance - NBFC
Remsons Industries Ltd.,REMSONSIND,530919,N,Automobile & Ancillaries,Auto Ancillary
RR Securities Ltd.,,530917,N,Finance,Finance - Investment
JR Foods Ltd.,,530915,N,FMCG,Edible Oil
ERP Soft Systems Ltd.,,530909,N,IT,IT - Software
SI Capital & Financial Services Ltd.,,530907,N,Finance,Finance - Investment
Asia Pack Ltd.,,530899,N,Trading,Trading
NG Industries Ltd.,,530897,N,Healthcare,Hospital & Healthcare Services
Super Crop Safe Ltd.,,530883,N,Chemicals,Pesticides & Agrochemicals
Arunjyoti Bio Ventures Ltd.,,530881,N,Finance,Finance - Investment
Capital India Finance Ltd.,,530879,N,Finance,Finance - Investment
Chembond Chemicals Ltd.,CHEMBOND,530871,N,Chemicals,Chemicals
GDL Leasing & Finance Ltd.,,530855,N,Finance,Finance - NBFC
Hipolin Ltd.,,530853,N,FMCG,Detergents & Soaps
Sunshield Chemicals Ltd.,,530845,N,Chemicals,Chemicals
Cupid Ltd.,CUPID,530843,N,FMCG,Household & Personal Products
Shri Bholanath Carpets Ltd.,,530841,N,Textile,Textile
Clio Infotech Ltd.,,530839,N,Finance,Finance - Investment
Cil Securities Ltd.,,530829,N,Finance,Finance - Stock Broking
Daikaffil Chemicals India Ltd.,,530825,N,Chemicals,Chemicals
SSPDL Ltd.,,530821,N,Realty,Construction - Real Estate
Refnol Resins & Chemicals Ltd.,,530815,N,Chemicals,Chemicals
KRBL Ltd.,KRBL,530813,N,FMCG,Consumer Food
BNR Udyog Ltd.,,530809,N,Diversified,Diversified
Onesource Ideas Venture Ltd.,,530805,N,Finance,Finance - Others
Bhageria Industries Ltd.,BHAGERIA,530803,N,Chemicals,Dyes & Pigments
Anna Infrastructures Ltd.,,530799,N,Realty,Construction - Real Estate
Shree Ganesh Elastoplast Ltd.,,530797,N,Trading,Trading
Suncity Synthetics Ltd.,,530795,N,Textile,Textile - Manmade  Fibres
Ceejay Finance Ltd.,,530789,N,Finance,Finance - NBFC
Inland Printers Ltd.,,530787,N,Media & Entertainment,Printing And Publishing
Dynamic Portfolio Management & Services Ltd.,,530779,N,Finance,Finance - NBFC
Infra Industries Ltd.,,530777,N,Trading,Trading
KLG Capital Services Ltd.,,530771,N,Finance,Finance - Investment
Agarwal Fortune India Ltd.,,530765,N,Finance,Finance - NBFC
Sterling Tools Ltd.,STERTOOLS,530759,N,Automobile & Ancillaries,Fasteners
Coral Newsprints Ltd.,,530755,N,Paper,Paper & Paper Products
Indo Asia Finance Ltd.,,530747,N,Finance,Finance - NBFC
Ovobel Foods Ltd.,,530741,N,FMCG,Consumer Food
Super Bakers (India) Ltd.,,530735,N,FMCG,Consumer Food
Encode Packaging India Ltd,,530733,N,Media & Entertainment,Printing And Publishing
Asit C Mehta Financial Services Ltd.,,530723,N,IT,IT - Software
Alps Industries Ltd.,ALPSINDUS,530715,N,Textile,Textile
Ajel Ltd.,,530713,N,IT,IT - Software
Jagan Lamps Ltd.,,530711,N,Automobile & Ancillaries,Auto Ancillary
Gowra Leasing & Finance Ltd.,,530709,N,Finance,Finance - NBFC
Flora Textiles Ltd.,,530705,N,Textile,Textile - Weaving
Raj Rayon Industries Ltd.,RAJRILTD,530699,N,Textile,Textile - Manmade  Fibres
Zenlabs Ethica Ltd.,,530697,N,Trading,Trading
Prime Property Development Corporation Ltd.,,530695,N,Realty,Construction - Real Estate
Lykis Ltd.,,530689,N,FMCG,Household & Personal Products
Pithampur Poly Products Ltd.,,530683,N,Plastic Products,Plastic Products
Supreme Holdings & Hospitality (India) Ltd.,,530677,N,Realty,Construction - Real Estate
York Exports Ltd.,,530675,N,Textile,Textile
ACE Engitech Ltd.,,530669,N,Finance,Finance - NBFC
Zenith Health Care Ltd.,,530665,N,Healthcare,Pharmaceuticals & Drugs
Goyal Associates Ltd.,,530663,N,Finance,Finance - NBFC
Goodluck India Ltd.,GOODLUCK,530655,N,Iron & Steel,Steel & Iron Products
Eco Recycling Ltd.,,530643,N,IT,IT - Software
Vipul Organics Ltd.,,530627,N,Chemicals,Dyes & Pigments
Akar Auto Industries Ltd.,,530621,N,Capital Goods,Engineering - Industrial Equipments
Sampre Nutritions Ltd.,,530617,N,FMCG,Consumer Food
Garg Furnace Ltd.,,530615,N,Iron & Steel,Steel & Iron Products
Sturdy Industries Ltd.,,530611,N,Plastic Products,Plastic Products
Carnation Industries Ltd.,,530609,N,Automobile & Ancillaries,Castings/Forgings
Jagsonpal Finance & Leasing Ltd.,,530601,N,Finance,Finance - NBFC
TeleCanor Global Ltd.,,530595,N,IT,BPO/ITeS
Prima Plastics Ltd.,,530589,N,Plastic Products,Plastic Products
Swastika Investmart Ltd.,,530585,N,Finance,Finance - Stock Broking
Ekam Leasing & Finance Company Ltd.,,530581,N,Finance,Finance - NBFC
UY Fincorp Ltd.,,530579,N,Finance,Finance - NBFC
Ladderup Finance Ltd.,,530577,N,Finance,Finance - NBFC
Explicit Finance Ltd.,,530571,N,Finance,Finance - NBFC
Archana Software Ltd.,SSLFINANCE,530565,N,IT,IT - Software
NCL Research & Financial Services Ltd.,,530557,N,Finance,Finance - NBFC
Paramount Communications Ltd.,PARACABLES,530555,N,Electricals,Cable
Shilpa Medicare Ltd.,SHILPAMED,530549,N,Healthcare,Pharmaceuticals & Drugs
Cosco (India) Ltd.,,530545,N,Trading,Trading
Manraj Housing Finance Ltd.,,530537,N,Finance,Finance - Housing
Terai Tea Company Ltd.,,530533,N,Trading,Trading
Sheetal Diamonds Ltd.,,530525,N,Trading,Trading
Virat Industries Ltd.,,530521,N,Textile,Textile
Relaxo Footwears Ltd.,RELAXO,530517,N,FMCG,Footwear
AK Capital Services Ltd.,,530499,N,Finance,Finance - Investment
Stratmont Industries Ltd.,,530495,N,Trading,Trading
Vikram Thermo (India) Ltd.,,530477,N,Chemicals,Chemicals
Tinna Rubber And Infrastructure Ltd.,,530475,N,Chemicals,Chemicals
GSL Securities Ltd.,,530469,N,Finance,Finance - NBFC
Saboo Sodium Chloro Ltd.,,530461,N,FMCG,Consumer Food
Valson Industries Ltd.,,530459,N,Textile,Textile - Spinning
Cinerad Communications Ltd.,,530457,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Rungta Irrigation Ltd.,,530449,N,Capital Goods,Engineering - Industrial Equipments
Sumeru Industries Ltd.,,530445,N,Finance,Finance - Investment
Kiran Syntex Ltd.,,530443,N,Textile,Textile - Spinning
Siddha Ventures Ltd.,,530439,N,Finance,Finance - Investment
Shiva Global Agro Industries Ltd.,,530433,N,Chemicals,Fertilizers
Ador Fontech Ltd.,,530431,N,Capital Goods,Electrodes & Welding Equipment
Ashish Polyplast Ltd.,,530429,N,Plastic Products,Plastic Products
Choksi Imaging Ltd.,,530427,N,Photographic Product,Photographic Products
Kuwer Industries Ltd.,,530421,N,Plastic Products,Plastic Products
Sumedha Fiscal Services Ltd.,,530419,N,Finance,Finance - Investment
Epic Energy Ltd.,,530407,N,Capital Goods,Electric Equipment
Jindal Capital Ltd.,,530405,N,Finance,Finance - Investment
Vinyoflex Ltd.,,530401,N,Plastic Products,Plastic Products
DB (International) Stock Brokers Ltd.,DBSTOCKBRO,530393,N,Finance,Finance - Stock Broking
Nila Infrastructures Ltd.,NILAINFRA,530377,N,Realty,Construction - Real Estate
Vamshi Rubber Ltd.,,530369,N,Agri,Rubber  Products
NRB Bearings Ltd.,NRBBEARING,530367,N,Automobile & Ancillaries,Bearings
Orient Bell Ltd.,ORIENTBELL,530365,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
The Ugar Sugar Works Ltd.,UGARSUGAR,530363,N,Agri,Sugar
Prabhhans Industries Ltd.,,530361,N,Miscellaneous,Miscellaneous
KBS India Ltd.,,530357,N,Finance,Finance - Stock Broking
Asian Energy Services Ltd.,ASIANENE,530355,N,Crude Oil,Oil Exploration
Genus Power Infrastructures Ltd.,GENUSPOWER,530343,N,Capital Goods,Engineering - Industrial Equipments
Mukesh Babu Financial Services Ltd.,,530341,N,Finance,Finance - NBFC
Premco Global Ltd.,,530331,N,Textile,Textile
Godavari Drugs Ltd.,,530317,N,Healthcare,Pharmaceuticals & Drugs
Hindustan Tin Works Ltd.,HINDTINWRK,530315,N,Capital Goods,Engineering - Industrial Equipments
Kimia Biosciences Ltd.,,530313,N,Healthcare,Pharmaceuticals & Drugs
Chandra Prabhu International Ltd.,,530309,N,Trading,Trading
Chaman Lal Setia Exports Ltd.,CLSEL,530307,N,FMCG,Consumer Food
Piccadily Agro Industries Ltd.,,530305,N,Agri,Sugar
Kothari Products Ltd.,KOTHARIPRO,530299,N,Trading,Trading
PAOS Industries Ltd,,530291,N,Agri,Solvent  Extraction
SP Capital Financing Ltd.,,530289,N,Finance,Finance - NBFC
Quantum Digital Vision (India) Ltd.,,530281,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Rich Universe Network Ltd.,,530271,N,Finance,Finance - Investment
Saboo Brothers Ltd.,,530267,N,Capital Goods,Engineering - Industrial Equipments
Sainik Finance & Industries Ltd.,,530265,N,Finance,Finance - NBFC
Global Capital Markets Ltd.,,530263,N,Finance,Finance - NBFC
Inter State Oil Carrier Ltd.,,530259,N,Logistics,Logistics
Kay Power and Paper Ltd.,,530255,N,Paper,Paper & Paper Products
Rajasthan Tube Manufacturing Company Ltd.,,530253,N,Iron & Steel,Steel & Iron Products
RISA International Ltd.,,530251,N,Trading,Trading
Bridge Securities Ltd.,,530249,N,Finance,Finance - Investment
Aryaman Financial Services Ltd.,,530245,N,Finance,Finance - Investment
Suven Life Sciences Ltd.,SUVEN,530239,N,Healthcare,Pharmaceuticals & Drugs
KJMC Financial Services Ltd.,KJMCFIN,530235,N,Finance,Finance - NBFC
Auro Laboratories Ltd.,,530233,N,Healthcare,Pharmaceuticals & Drugs
Subhash Silk Mills Ltd.,,530231,N,Textile,Textile
Nutricircle Ltd.,,530219,N,Textile,Textile
Swojas Energy Foods Ltd.,,530217,N,FMCG,Consumer Food
Kings Infra Ventures Ltd.,,530215,N,Agri,Aquaculture
Fortune International Ltd.,,530213,N,Trading,Trading
Brawn Biotech Ltd.,,530207,N,Trading,Trading
Kallam Textiles Ltd.,,530201,N,Textile,Textile - Spinning
Themis Medicare Ltd.,THEMISMED,530199,N,Healthcare,Pharmaceuticals & Drugs
Fundviser Capital (India) Ltd.,,530197,N,Chemicals,Dyes & Pigments
Atharv Enterprises Ltd.,,530187,N,Trading,Trading
Surat Textile Mills Ltd.,,530185,N,Textile,Textile - Manmade  Fibres
RSC International Ltd.,,530179,N,Trading,Trading
SPS International Ltd.,,530177,N,Trading,Trading
Odyssey Technologies Ltd.,,530175,N,IT,IT - Software
Oscar Global Ltd.,,530173,N,FMCG,Leather
Daulat Securities Ltd.,,530171,N,Finance,Finance - Stock Broking
Mohit Paper Mills Ltd.,,530169,N,Paper,Paper & Paper Products
Moongipa Capital Finance Ltd.,,530167,N,Finance,Finance - NBFC
Kerala Ayurveda Ltd.,,530163,N,Healthcare,Pharmaceuticals & Drugs
Garodia Chemicals Ltd.,,530161,N,Chemicals,Chemicals
Vijay Textiles Ltd.,,530151,N,Textile,Textile
Kisan Mouldings Ltd.,,530145,N,Plastic Products,Plastic Products
Gyan Developers & Builders Ltd.,,530141,N,Realty,Construction - Real Estate
Kreon Finnancial Services Ltd.,,530139,N,Finance,Finance - NBFC
Optiemus Infracom Ltd.,OPTIEMUS,530135,N,Trading,Trading
Amco India Ltd.,,530133,N,Plastic Products,Plastic Products
Udaipur Cement Works Ltd.,UDAICEMENT,530131,Y,Construction Materials,Cement & Construction Materials
Nile Ltd.,,530129,N,Non - Ferrous Metals,Metal - Non Ferrous
NPR Finance Ltd.,,530127,N,Finance,Finance - NBFC
Samrat Pharmachem Ltd.,,530125,N,Healthcare,Pharmaceuticals & Drugs
Natraj Proteins Ltd.,,530119,N,FMCG,Edible Oil
Privi Speciality Chemicals Ltd.,PRIVISCL,530117,N,Chemicals,Chemicals
Raj Packaging Industries Ltd.,,530111,N,Plastic Products,Plastic Products
Anupam Finserv Ltd.,,530109,N,Finance,Finance - NBFC
Pradhin Ltd.,,530095,N,Trading,Trading
ACE EduTrend Ltd.,,530093,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Faze Three Ltd.,FAZE3Q,530079,N,Textile,Textile
Freshtrop Fruits Ltd.,,530077,N,FMCG,Consumer Food
Selan Exploration Technology Ltd.,SELAN,530075,N,Crude Oil,Oil Exploration
Sanghvi Movers Ltd.,SANGHVIMOV,530073,N,Miscellaneous,Miscellaneous
CSL Finance Ltd.,CSLFINANCE,530067,N,Finance,Finance - NBFC
Lords Ishwar Hotels Ltd.,,530065,N,Hospitality,"Hotel, Resort & Restaurants"
Yashraj Containeurs Ltd.,,530063,N,Capital Goods,Engineering - Industrial Equipments
Vivanza Biosciences Ltd.,,530057,N,Trading,Trading
Harmony Capital Services Ltd.,,530055,N,Finance,Finance - Investment
Real Eco-Energy Ltd.,,530053,N,Realty,Construction - Real Estate
Mohota Industries Ltd.,MOHOTAIND,530047,N,Textile,Textile
Titan Securities Ltd.,,530045,N,Finance,Finance - Investment
Acknit Industries Ltd.,,530043,N,Textile,Textile
Sree Jayalakshmi Autospin Ltd.,,530037,N,Textile,Textile - Spinning
Santosh Fine-Fab Ltd.,,530035,N,Textile,Textile - Weaving
Aadi Industries Ltd.,,530027,N,Plastic Products,Plastic Products
Samyak International Ltd.,,530025,N,Trading,Trading
The Investment Trust of India Ltd.,THEINVEST,530023,N,Finance,Finance - NBFC
Jubilant Pharmova Ltd.,JUBLPHARMA,530019,N,Healthcare,Pharmaceuticals & Drugs
Standard Industries Ltd.,SIL,530017,Y,Miscellaneous,Miscellaneous
Mangalore Chemicals & Fertilizers Ltd.,MANGCHEFER,530011,N,Chemicals,Fertilizers
JK Tyre & Industries Ltd.,JKTYRE,530007,N,Automobile & Ancillaries,Tyres & Allied
The India Cements Ltd.,INDIACEM,530005,N,Construction Materials,Cement & Construction Materials
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,530001,N,Chemicals,Chemicals
Shree Pacetronix Ltd.,,527005,N,Healthcare,Medical Equipment/Supplies/Accessories
Ashapura Minechem Ltd.,ASHAPURMIN,527001,N,Mining,Mining & Minerals
Urja Global Ltd.,URJA,526987,N,Power,Power Generation/Distribution
Ashoka Refineries Ltd.,,526983,N,Agri,Solvent  Extraction
Shri Bajrang Alliance Ltd.,,526981,N,Capital Goods,Engineering - Industrial Equipments
Crimson Metal Engineering Company Ltd.,,526977,N,Iron & Steel,Steel & Iron Products
Dhoot Industrial Finance Ltd.,,526971,N,Trading,Trading
Heera Ispat Ltd.,,526967,N,Iron & Steel,Steel & Iron Products
Gujarat Craft Industries Ltd.,,526965,N,Plastic Products,Plastic Products
Last Mile Enterprises Ltd.,,526961,N,Infrastructure,Engineering - Construction
Woodsvilla Ltd.,,526959,N,Miscellaneous,Miscellaneous
Venus Remedies Ltd.,VENUSREM,526953,N,Healthcare,Pharmaceuticals & Drugs
Stylam Industries Ltd.,STYLAMIND,526951,N,Construction Materials,Laminates/Decoratives
La Opala RG Ltd.,LAOPALA,526947,N,Construction Materials,Glass
Tyroon Tea Company Ltd.,,526945,N,Agri,Tea/Coffee
Arunis Abode Ltd.,,526935,N,Finance,Finance - Investment
Hariyana Ship Breakers Ltd.,,526931,N,Logistics,Shipping
21st Century Management Services Ltd.,21STCENMGM,526921,N,Finance,Finance - Investment
Padmanabh Industries Ltd.,,526905,N,Trading,Trading
Sonal Adhesives Ltd.,,526901,N,Plastic Products,Plastic Products
Himalaya Food lnternational Ltd.,,526899,N,Agri,Agriculture
Market Creators Ltd.,,526891,N,Finance,Finance - Investment
Indo Credit Capital Ltd.,,526887,N,Finance,Finance - NBFC
Sarla Performance Fibers Ltd.,SARLAPOLY,526885,N,Textile,Textile - Manmade  Fibres
63 Moons Technologies Ltd.,63MOONS,526881,N,IT,IT - Software
Rajasthan Gases Ltd.,,526873,N,Inds. Gases & Fuels,Industrial  Gases & Fuels
Intec Capital Ltd.,,526871,N,Finance,Finance - NBFC
Kumbhat Financial Services Ltd.,,526869,N,Finance,Finance - NBFC
Jainco Projects (India) Ltd.,,526865,N,Realty,Construction - Real Estate
Rishi Laser Ltd.,,526861,N,Capital Goods,Engineering - Industrial Equipments
ISF Ltd.,,526859,N,Finance,Finance - NBFC
Bilcare Ltd.,,526853,N,Plastic Products,Plastic Products
Arex Industries Ltd.,,526851,N,Textile,Textile
Banaras Beads Ltd.,BANARBEADS,526849,N,Construction Materials,Glass
Ashirwad Steels & Industries Ltd.,,526847,N,Iron & Steel,Steel/Sponge Iron/Pig Iron
Shelter Infra Projects Ltd.,,526839,N,Infrastructure,Engineering - Construction
Confidence Petroleum India Ltd.,CONFIPET,526829,N,Inds. Gases & Fuels,Industrial  Gases & Fuels
Spice Islands Apparels Ltd.,,526827,N,Textile,Textile
Rajeswari Infrastructure Ltd.,,526823,N,Realty,Construction - Real Estate
Dai-Ichi Karkaria Ltd.,DAICHIKARK,526821,N,Chemicals,Chemicals
Cheviot Company Ltd.,CHEVIOT,526817,N,Textile,Textile
Raghunath International Ltd.,,526813,N,Realty,Construction - Real Estate
Seamec Ltd.,SEAMECLTD,526807,N,Logistics,Shipping
Union Quality Plastics Ltd.,,526799,N,Plastic Products,Plastic Products
Greenply Industries Ltd.,GREENPLY,526797,N,Construction Materials,Wood & Wood Products
Mahasagar Travels Ltd.,,526795,N,Hospitality,Travel Services
Dr Agarwals Eye Hospital Ltd.,,526783,N,Healthcare,Hospital & Healthcare Services
Valiant Communications Ltd.,,526775,N,Telecom,Telecommunication - Equipment
Pressure Sensitive Systems (India) Ltd.,,526773,N,Plastic Products,Plastic Products
Howard Hotels Ltd.,,526761,N,Hospitality,"Hotel, Resort & Restaurants"
Velan Hotels Ltd.,,526755,N,Hospitality,"Hotel, Resort & Restaurants"
Gratex Industries Ltd.,,526751,N,Paper,Paper & Paper Products
PG Foils Ltd.,,526747,N,Non - Ferrous Metals,Aluminium & Aluminium Products
Narmada Gelatines Ltd.,SHAWGELTIN,526739,N,Chemicals,Chemicals
Corporate Courier & Cargo Ltd.,,526737,N,Logistics,Courier  Services
Bright Brothers Ltd.,BRIGHTBROS,526731,N,Plastic Products,Plastic Products
Goldiam International Ltd.,GOLDIAM,526729,N,Diamond  &  Jewellery,Diamond  &  Jewellery
Garnet Construction Ltd.,,526727,N,Realty,Construction - Real Estate
The Sandesh Ltd.,SANDESH,526725,N,Media & Entertainment,Printing And Publishing
NTC Industries Ltd.,,526723,N,FMCG,Cigarettes/Tobacco
Nicco Parks & Resorts Ltd.,,526721,N,Hospitality,Amusement Parks/Recreation/Club
HCP Plastene Bulkpack Ltd.,,526717,N,Plastic Products,Plastic Products
Antarctica Ltd.,ANTGRAPHIC,526715,N,Media & Entertainment,Printing And Publishing
Adarsh Plant Protect Ltd.,,526711,N,Capital Goods,Engineering - Industrial Equipments
Elegant Marbles & Grani Industries Ltd.,,526705,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Ecoplast Ltd.,,526703,N,Plastic Products,Plastic Products
Polo Hotels Ltd.,,526687,N,Hospitality,"Hotel, Resort & Restaurants"
Univa Foods Ltd.,UNIVAFOODS,526683,N,Hospitality,"Hotel, Resort & Restaurants"
DSJ Keep Learning Ltd.,KEEPLEARN,526677,N,Media & Entertainment,Printing And Publishing
Tirth Plastic Ltd.,,526675,N,Plastic Products,Plastic Products
Kamat Hotels (India) Ltd.,KAMATHOTEL,526668,N,Hospitality,"Hotel, Resort & Restaurants"
Bhartiya International Ltd.,BIL,526666,N,FMCG,Leather
Rajdarshan Industries Ltd.,ARENTERP,526662,N,Mining,Mining & Minerals
Thakkers Developers Ltd.,,526654,N,Realty,Construction - Real Estate
Tourism Finance Corporation Of India Ltd.,TFCILTD,526650,N,Finance,Finance Term Lending
Mirza International Ltd.,MIRZAINT,526642,N,FMCG,Footwear
Royale Manor Hotels & Industries Ltd.,,526640,N,Hospitality,"Hotel, Resort & Restaurants"
Texel Industries Ltd.,,526638,N,Textile,Textile
Ajwa Fun World & Resort Ltd.,,526628,N,Hospitality,"Hotel, Resort & Restaurants"
MFL India Ltd.,,526622,N,Logistics,Logistics
National Plastic Industries Ltd.,,526616,N,Plastic Products,Plastic Products
Expo Gas Containers Ltd.,,526614,N,Infrastructure,Engineering - Construction
Blue Dart Express Ltd.,BLUEDART,526612,N,Logistics,Courier  Services
Electrotherm (India) Ltd.,ELECTHERM,526608,N,Iron & Steel,Steel & Iron Products
Lippi Systems Ltd.,,526604,N,Capital Goods,Engineering
Liberty Shoes Ltd.,LIBERTSHOE,526596,N,FMCG,Footwear
Photoquip (India) Ltd.,,526588,N,Photographic Product,Photographic Products
Wim Plast Ltd.,WIMPLAST,526586,N,Plastic Products,Plastic Products
TPL Plastech Ltd.,TPLPLASTEH,526582,Y,Plastic Products,Plastic Products
TechIndia Nirman Ltd.,TECHIN,526576,N,Infrastructure,Engineering - Construction
Enterprise International Ltd.,,526574,N,Textile,Textile
Midwest Gold Ltd.,,526570,N,Construction Materials,Ceramics/Marble/Granite/Sanitaryware
Longview Tea Company Ltd.,,526568,N,Trading,Trading
Salguti Industries Ltd.,,526554,N,Textile,Textile
Country Club Hospitality & Holidays Ltd.,CCHHL,526550,N,Hospitality,"Hotel, Resort & Restaurants"
Choksi Laboratories Ltd.,,526546,N,Healthcare,Hospital & Healthcare Services
Scanpoint Geomatics Ltd.,,526544,N,Photographic Product,Photographic Products
Square Four Projects India Ltd.,,526532,N,Miscellaneous,Miscellaneous
Sudev Industries Ltd.,,526530,N,Plastic Products,Plastic Products
Worldwide Aluminium Ltd.,,526525,N,Trading,Trading
Sanghi Industries Ltd.,SANGHIIND,526521,N,Construction Materials,Cement & Construction Materials
Alpine Housing Development Corporation Ltd.,ALPINEHOU,526519,N,Realty,Construction - Real Estate
Shahi Shipping Ltd.,,526508,N,Logistics,Shipping
Systematix Corporate Services Ltd.,,526506,N,Finance,Finance - Investment
Dolphin Medical Services Ltd.,,526504,N,Healthcare,Hospital & Healthcare Services
Sterling Green Woods Ltd.,,526500,N,Realty,Construction - Real Estate
Promact Impex Ltd.,,526494,N,Plastic Products,Plastic Products
Rishiroop Ltd.,,526492,N,Trading,Trading
Pratik Panels Ltd.,,526490,N,Construction Materials,Wood & Wood Products
Bhudevi Infra Projects Ltd.,,526488,N,Textile,Textile
Phoenix International Ltd.,PHOENXINTL,526481,N,FMCG,Leather
Sky Industries Ltd.,,526479,N,Textile,Textile
South Asian Enterprises Ltd.,,526477,N,Trading,Trading
Elegant Floriculture & Agrotech (India) Ltd.,,526473,N,Trading,Trading
Winsome Breweries Ltd.,,526471,N,Alcohol,Breweries & Distilleries
Euro Leder Fashion Ltd.,,526468,N,FMCG,Leather
Indrayani Biotech Ltd.,,526445,N,Agri,Floriculture
Datasoft Application Software (India) Ltd.,,526443,N,IT,IT - Software
Vision Cinemas Ltd.,,526441,N,Media & Entertainment,"Film Production, Distribution & Entertainment"
Ambitious Plastomac Company Ltd.,,526439,N,Trading,Trading
Perfectpac Ltd.,,526435,N,Paper,Paper & Paper Products
ASM Technologies Ltd.,,526433,N,IT,IT - Software
Welterman International Ltd.,,526431,N,FMCG,Leather
Kriti Industries (India) Ltd.,KRITI,526423,N,Plastic Products,Plastic Products
OK Play India Ltd.,,526415,N,Plastic Products,Plastic Products
Kkalpana lndustries (India) Ltd.,,526409,N,Plastic Products,Plastic Products
Ritesh Properties & Industries Ltd.,,526407,N,Realty,Construction - Real Estate
